id,comment_text,toxic
740,"媽的幹 機掰耶
幹 又在那邊亂漲店租
媽的幹 為什麼要隨便收店啦
幹 什麼爛決定
幹你娘

",1
741,"有夠倒楣

抽考1~30題

因為沒時間看

只看到19題

想說還有點時間

從後面看回來好了

弄了25~30題

結果考20跟24

耖你媽逼死賤人

幹

",0
742,"一直被轟
幹 他媽的
還是去日本好一點啦
媽的幹你娘 一直看你被炸
幹 他媽的 到底是對手太強還是你太弱啊
幹 ( ︶︿︶)_╭∩╮

",1
743,"沒有貢獻了
廢物一樣的東西
連身份證字號都不會背
活著幹什麼呢？
去死不是更好嗎？
垃圾一樣的東西
少將耶
好害怕喔
智障老人只剩一張胡說八道的嘴
該去死了
蠕蟲
去死阿 垃圾老人

",0
744,"
吹電風扇不蓋被子會覺得冷

出去外面穿吊嘎短褲熱到像雨淋
幹


煩 鹹豬肉真的能放那麼久嗎
我都覺得放那麼久吃的人要送醫院


幹

",0
745,"騎到一半，差點度估...

好累

這樣怎麼健身啊

我在健身房睡個覺好了...

幹你嘛的

操
",0
746,"
幹

爽啦

操

等他倒很久了

在姆咪啊

幹

",0
747,"星期五的晚上
馬的每個人
早就全部收好準備閃人了
結果主管跑來
破門而入
大家辛苦一下
這邊弄完就可以走了
大家稍微耽誤一下
幹你老師的咧
手上美工刀差點直接脫手而出
我看到旁邊同事一臉大便
幹到底是多低能阿
你想多搞事別人不想阿
真的是有夠誇張
這麼愛做不會自己留下來做喔
還要拖全部的人下水耶
氣氛順間降到冰點
每個人都不講話
臉屎的跟什麼一樣
帶人不會帶心就算了
做事都憑感覺看心情的
還會這樣亂凹人
我真的很怕
主管等等會直接暴死街頭
不過我覺得死了
也是剛好而已辣
有沒有這麼會得罪人啊
真的有誇張到
幹你娘的
有夠賭爛

",0
748,"到底是在看三小
看屁看 沒看過逆
幹你娘的低能兒
操雞掰咧
幹

",1
749,"真的幹拎娘有夠雞掰

好險我ㄉ朋友今天要拎我去看恐怖大媽
幹

不然我一定會死掉

",1
750,"可以有人告訴我
為啥公車那麼擊敗ㄇ
不是班次突然消失
就是靠北快幹幹幹幹幹幹幹幹幹幹幹幹
以為自己在賽車喔
幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹
幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹幹

",0
751,"不知道在白癡甚麼

買了兩隻大雞腿跟一份便當共200

猶豫要給對方一千找開或者拿兩張一百給對方的時候

竟然拿了一千一給對方

店家沒有細看直接收起來

當下覺得怪怪的卻沒有想太多

下一秒注意到錢包少了一千塊

掯

白癡

後來再回去跟店家說這件事

他們說要調錄影帶出來看

結果當然說是給兩百阿

如果當下一千塊是疊在下面的根本也看不出來

到底是為什麼可以這麼白癡啦 掯掯掯

氣到暈倒

辛苦半天的薪水就這樣不見了啦  哭哭







",0
752,"聽朋友說
最近好像有流感

我好像得到惹

幹

好不舒服喔

頭痛 一直咳

",0
753,"還沒煮光備料就一身汗了

買那種行動式冷氣擺廚房

不知道合不合用

熱暈

幹

",0
754,"上車請先洗澡好嗎
幹拎老蘇
都你味道

",0
755,"操 為什麼連公告都沒有

",0
756,"難道我他媽分手就一定要說？

幹真的很討厭這種欸
操他媽不要裝熟好不好


賽拎娘機掰勒？

",1
757,"發現楊冪胸部真大
一故狗看到比基尼跟低胸
覺得怎麼那麼大
可是才D
低有那麼神奇嗎？


",0
758,"幹你媽的最好教新業務都教一半啦！
有問題還說都有跟我講過，
跟我說看到維修就是做修繕費，
結果主管退回來說，
維修有分機器維修跟系統維修，
兩個費用不一樣，
結果全部退回來重做，
主管問的時候還說都跟我說過了，
不知道為什麼我沒分，
他媽的職場玩這種小手段好玩嗎？
幼稚鬼。

",0
759,"真的到六月結束就好
不要七月
幹

",0
760,"好啦反正我問題很多
多一天是你們要多忍一天
嘻嘻
幹

",0
761,"那種真心祝福的加油
好噁心哦
噁心到想吐
不舒服
幹

",0
762,"
大家知道該怎麼買了吧


幹  我還不爆買一波

讓我賺大錢啊！

",0
763,": 還沒煮光備料就一身汗了
: 買那種行動式冷氣擺廚房
: 不知道合不合用
: 熱暈
: 幹

這我有小研究過

移動式冷氣 對人吹有用 但是要有地方讓熱氣出去室外

不然熱氣留在在室內的話 根本沒冷房效果

然後聽說很吵 不過好像有分離式的了 不知道效果怎麼樣

水冷扇 這東西最好在開放空間用

不然人涼了 其他東西也濕透了 溼氣太重

吹久了身體會黏黏的 都水氣

大概是這樣


幹 今天怎麼這麼熱啦

",0
764,"奇怪難道我老了，
我怎麼記得黑特不能連續發超過三篇文，
一篇文章還要超過30字，
不然會被桶，

吼肚子痛死了，
到底腸胃什麼時候才會正常。

",0
765,"
剛剛到家

看到眼前哇嗚！！

https://i.imgur.com/7C6DRUa.jpg


傳給蕭婆看

結果她說～

好橘喔







橘三小啦？？

這是彩虹好嗎？難道我拍照就是那麼差？

幹

你根本低能


",0
766,"懶得把真實情況仔細述說

反正我自己知道

剛跟指導教授問事情

得到的答案有問跟沒問一樣

還是自己想辦法比較實際

幹

",0
767,"

等我搬家一定要買兩盆藍莓回來種
但是我連九層塔都種死了
藍莓滿貴的 死了我會傻眼


囧

",0
768,"
幹

真的很恐怖

更何況晚上

QQ

",0
769,"
就這樣子臨時傳個訊息說你要來就可以來喔？

那我們給你的時間是給心酸的就是了啦！

每好的星期五下午都已經在準備要迎接周休假日了

結果卻遲遲等不到你送資料過來我這裡

就已經把我會在公司而且沒有會議的時間給你了欸

阿你是怎樣啦連看都不去看一眼就對了啦？

反正就只有你的時間才是時間而已

我們就要全天候在這邊等待你大駕光臨是嗎？

大家都是很辛苦出來賺幾個臭錢而已

不要這樣子互相為難可不可以阿？

我可以的時間我早就都已經告訴你了

然後你也沒有提前告知我說你沒有辦法配合

就自己在一個大家都已經下班的時間

才跟我哭說你在我們公司門口等我下來

幹你娘勒！我都已經在回家的半路上了欸！

還要為了你這個王八蛋死肥婆折返回去

真的是有夠雞掰的啦！！！

不知道特別約時間要先跟我知會一下嗎？

下次我就跟你約半夜三點啦！

幹你娘雞掰！真的是太智障了！

尊重怎麼寫到底知不知道阿？


",0
770,"
加點了雞翅跟湯

結果回來雞翅就被偷吃完了

可惡還我雞翅啊

",0
771,"
剛剛那個機位$4089

結果我自己白癡還在那邊找其他資料
沒了

變回$4389......

我知道$300沒多少

但就是那個感覺問題Q___Q

心情爆幹差

覺得自己好北七

好傷心


",0
772,"臭三八擠三小

旁邊有位子硬要擠我前面40*40的縫隙

妳他媽覺得自己瘦我不覺得啊


幹妳娘


祝妳下車摔死


",1
773,"
可以墊墊嗎

rap唱成這樣跟鬼吼鬼叫沒兩樣

你他媽辦畢業舞會

我她媽書還是要讀ㄟ

fucking沙小阿


剛剛連續被一直登出

不知道是哪個87成功登進我的帳號了= =

幹 還要忍耐外面的噪音到9點

不能發文抱怨更不爽

嘔嘔嘔嘔嘔嘔嘔嘔嘔嘔嘔嘔嘔嘔嘔嘔嘔嘔嘔嘔嘔嘔嘔嘔嘔嘔嘔嘔嘔嘔嘔嘔嘔嘔嘔嘔嘔嘔嘔

",1
774,"讓我廢文都產不出來
森七七

一點靈感都沒有
好慘
幹


",0
775,"這的好藍喔
才留一句話
整晚被回文
有這麼玻璃
連講都不行
莫名又奇妙

",0
776,"剛剛看到蝦皮的訂單被取消
想說有露天的單
但是看一下露天
幹
同一個帳號取消我訂單
幹
好玩嗎？
在我的蝦皮和露天都下訂單
然後兩邊都取消訂單
幹
操你媽的

",1
777,"
不誇張

敢快出現好嗎？

先成家後立業

業都有了卻沒家

最好是嫁妝10間台北市信義區的店面

沒有信義區 也可以松山區 中正區 中山區 大安區 內湖區

都可以

真的沒有很貪心

只要是台北市內

最好一個店面都可以50坪起跳

哎

趕快出現吧

我的真命天女

",0
778,"
想當年拎北也是篇篇被推爆 粉絲超級多的

每個人都想認識拎北 尊敬拎北 愛戴拎北的

不料十年後 事過境遷 剩下一群屁孩對拎北不敬 唉 逼哀

",0
779,"
真的咳死

==

天氣也好不穩定


",0
780,"
所以變成做麻醬涼麵來吃

幹吃下去真的是欲罷不能欸



覺得怕

然後林北去考試的正裝現在穿起來超緊繃的哈哈哈哈哈


不過還是贏過那種只會對空氣尻尻的人啦


送啦哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈


（哈哈文1/1）

",0
781,"
我說的認命 不是什麼都不做

而是 真的面對自己的無能

媽的

當時 我可是日文系第一名吶

雖然是初學組 連日文教授 都看到我 都想說預約 當我的畢業專題老師吶

幹...

當時 那個 鄧老師嘛 現在的系主任 就跟我講說 要不要去日本遊學 說我OK了

我是唯一的是初學組的老師說 能去日本的

(當然扣掉 有一兩個 高職日文科 學三年 分組考試跟我們一樣繳白卷故意加入初學組的

(可是 我考WON他們...0.0

可能是因為動漫嘛

反正就如魚得水... 無敵狀態 就是一付 老子讀過的感覺 當時 我有把握

最慢大二 能去考N1...

幹

想想看 這樣子自尊心 高不高 當然高啊

然後呢

英文老師

蘇老師嘛 我又在日文系 英文考最高的 (期中期末時97 98的樣子嘛

一直在推銷英文 然一直講說 瞧瞧 你們日文系老師雖然日文一級棒

可是 有時還是會請教他們如何學好英文呢 可見英文很重要啊

接著

想轉系

去資管 他們系主任說 程式語言很難喔

去找蘇老師 就說 英文很簡單啊 我OK的啦

我就把志願第二的英文變成第一 然後資管調後了

結果呢

天堂掉到地獄

就說了 爐主

PICTURE 發成皮卡丘 全班笑柄

然後呢

就乖乖認命 我真的很弱 很無能 (在日文系時 天才姿態 精英氣質 全面幻滅

誰跟我分組 就有覺悟要CARRY我

所以說

幹

我只能說

路是自己走出來的

沒什麼啦

今天

吃個早餐 又來了啊 台東聖文殿

更屌...

直接坐在我對面 很邱很屌

他可能 知道 我一直叫他們低端人口

幹

多白痴嗎

他把一堆錢袋拿出來 故意在那邊敲

可是瑞凡...真的是達克效應

只有笨蛋才會自我感覺良好

全部都十元五元的 (沒有五十元的) 然後 很大包嗎 NO 都小包小包的

然後 還在那邊很秋很屌的看著我

我回看去... 他發覺我不怕他 萎了啊 反而怕我了啊

(幹你娘的咧 如果你拿出一疊疊千元大鈔 然後呢 有一疊掉到地上 說DIRTY了

(送我 幹他媽的 我一定認為這廟超靈的 WHY?

(拜的是 連勝文啊 勝文殿啊...可是呢? 媽的 我的口袋現金都比你多了

(更別說吃的東西 看到他點的 我感覺我好浪費 WHY? 我的餐費至少是他的N倍...

更別說他的長相 那付德性

大包小包的 就是一付路上流浪漢的德性

懂了吧

幹

今天 如果在社會上 例如 台灣出個世界名醫 他說是他有華佗神力 或是華佗轉世 OK

或是 出個超會種茶葉的 連英國皇室都指定的 他說他自己是陸羽 茶聖 OK

神明不就是 金光閃閃  每個人 看到都想接近都想成為的嗎?

結果呢?

真的 全部都是全一付德性啦 低端人口

幹

真的...活教材 我真的是照妖鏡

人要認命 要面對自己的無能與不足 才能改進 才能進步

如果不願意

就跟他們一樣了 人生撿角

幹

全部自認有神力 或是 自認是神明的

全部都是跟那個聖文殿同一個貨色

可憐啦 人生都活在自己的世界 自己的幻想

我問一下 把今天那位流浪漢阿伯拉去學校 去問學校 看誰想願意成為第二個他

答案就很明顯了嘛 啊 你跟我說 這叫做神明!? 卡到陰吧...

幹

總而言之

種什麼因得什麼果啦

今天我個人還好

如果今天是跟我的家庭去吃飯 跟我老婆小孩在一起

一定對他們來說 絕對會有問題...

OKOK... 台東交給聖文殿

讚

哈

幹





",0
782,"
帳號

哈哈哈哈哈哈

一堆死去



==========

看錯了

原來下面三隻還沒死去

不知道什麼時候輪到他們

==========



400好友的PPTplayer前板主

發文帶風向的idcc

還有七千多登入的卡神

顆顆

跟異常帳號共用挨批被點名惹ㄅ




",0
783,"
到底殺小

一張嘴講不停

有夠沒用

馬的

真的希望自己不要成為這種老人

囧

",0
784,"幹!!!!!!!!!!!

打在名片都打假的!!!!!!!!

每次來信問手動置底什麼意思

真的很想wi伊頭殼小嘎伊巴蕊欸

板規裡有 google也有

來問的還是一堆登入次數比我多了2000左右的

你們用那麼久ptt都不知道嗎!!!!!!!!!

艮0老師!!!!!!

",0
785,"
真是他媽的好看恐怖啊

那種隨時會全部毀滅的感覺

啊嘶~~~

果然只要牽扯到自己

人就會變得很自私

人性啊 不分種族的

那個雞巴老美 越看越欠揍

還有三集 還可以啊嘶啊嘶啊嘶~~~

",0
786,"足足睡了十二個小時
一直做夢一直做夢
真的是太爽了啦......

",0
787,"
最後一個$4089是我的ㄌ嗚嗚嗚嗚


其實我原本有想說要不要透過雄獅訂，開票費$200
想說算了給虎航賺la>___<

幹點：
午餐吃麵包，還沒吃晚餐

幹。

",0
788,"四年級正值叛逆期嗎
寫功課不專心一直走來走去
不給她裝水，還在作業簿後面寫我壞話，很棒！
還會編故事給我聽，說是在講同學
我說：哪個同學會不讓你裝水啊？
她開始凹 笑死
媽的，說實在我蠻不爽的
幹幹幹幹幹幹幹幹幹幹
累死

",0
789,"
每次不管到哪裡，總是無法融入人群裡

看著其他人有說有笑，總是被邊緣化，無法融入別人的團體裡

真的不知道到底如何強化自己的桃花運和人緣？

",0
790,"
並不是很亮的車尾，工作人員站在上面：

""小姐!那個沒有煮過的丟垃圾""

我:「喔",0
791,"是耳朵長包皮是不是


尤其是今天熱爆你全身都是汗
真的很噁心





我沒有潔癖 但基本的衛生總該有吧
還在那邊跟我大小聲說躺一下會怎樣


洗澡前就跟你講一次了
洗澡後你他媽還被我抓包在那邊裝傻




幹你娘機掰
還要爸媽出來調解丟不丟臉啊你


可撥仔

",0
792,"
J樣應該也算是盜圖的一種拔

畢竟迷U跟原PO講

也沒徵求意願啊

幹

噁心

",0
793,"自從結紮沒有蛋蛋之後
就不喜歡吃罐罐了
整天都在吃乾乾
吃很多
然後吐吐吐
到底是受了刺激嗎
還是從此開始吃素
阿彌陀佛


",0
794,"
沒有扣打了幹

討M

好喇我要走路回家了

希望我不會跌倒ㄛ

",0
795,"
阿不是很會

幹我忽然後悔用走的

可是咖撐太大還是繼續走好了

",0
796,"回家了
有點餓餓的
我有先見之明！
買了湯
等等來ㄘㄍ湯
耶耶耶耶

",0
797,"
馬的

肩膀超硬超痛

考慮一下今晚要不要鬆一下

幹

要按半的還是全的好猶豫

雞掰


",0
798,"
晚餐在外面吃火鍋
他們是手工蛋餃內


好好ㄘ喔




冰箱還有絞肉
要用蛋餃還是蔥肉餅




宗宗說算命說他放棄我會很慘
所以才這麼疼我


：那你怎麼知道算命是指我



因為算命說這女生長ㄉ不是你的菜
但你好好把握 她可以...





幹你老師所以我不是你的菜喔靠北


而且還不是特別去算
是經過某住宅區被一個老人叫住算的=.=


",0
799,"結果
這幾隻就一直守在電視櫃旁邊
https://i.imgur.com/g1z6EER.jpg

應該是死在櫃子下面了啦
被毒死了

真怕被他們挖出來
傻眼貓咪

",0
800,"已經換第三件衣服了
晚上怎麼這麼悶= =
站前變得好冷清
連補習班都換地方
然後一大堆外籍人士
我他媽還以為在雅加達
當然還是有很多剛下課的學生妹
稍微喚起以前的記憶
不過真的差太多了
天氣很熱
人氣很冷

",0
801,"快把眼球抓出來了


欸是說，我一直忘ㄌ說我秒換工作
新工作很忙，但心ㄅ累
上一份真ㄉ有夠爛，幹

",0
802,"
走在人行道太專心打字

撞到樹枝還被嚇到

超蠢的幹

還好沒人看到

",0
803,"無可宣洩的情緒
只好來到黑特
期望能找個出口
然而 也只是徒勞

故事裡對著樹洞喊著 國王是驢耳朵
我對著網路抒發著 我真的很寂寞

",0
804,"幹

巷口超商的距離怎麼這麼遙遠

家裡是變頻的真好

一開就不想關了

完全不想離開冷氣房

外面熱到崩潰

",0
805,"
途中還去了寶雅

不然應該更快拔

找不到要買的

還遇到不是很想遇到的人= =

有運動到就好

補個幹

我家感覺很近走起來怎麼這麼遠

",0
806,"
妳都10等了

都小主管了

今天開標

我看妳這種行為

新人在旁邊開

然後稍為遇到狀況

座旁邊 妳用那種冷眼旁觀

真得很靠杯

一樣跟你10等的同事

人家就會過去關心一下

幹

我真的已夠\雖的  被妳分到當輔導員


除了第一周幫你當場洗臉  還在ˋ哪ˋ里跟廠商 機機掰掰的


抄你得  第一周耶

我第一周就老手?

我真哦很雖

要被妳帶


我真的很想直接說我想換人

黑掉舊黑掉

反正我就這樣


",0
807,"
可如今自己也是其中的一份子之後

聽著外頭的歡聲笑語

會心酸 真的 = =

",0
808,"飲料 茶湯會奶茶50
晚餐 應該不吃了 沒啥胃口
宵夜 四神湯 40
總共 175

幹點就是明天要早起家教QQ
希望我不會睡過頭==

",0
809,"我最喜歡人最好的老師

最近癌症突然惡化

現在在急重症病房

怎麼會這樣

希望老師早日康復

心情好差

",0
810,": 4阿
: 就跟 一堆濫車 愛亂開車門 半斤八兩
: 就算 看到有來車 也硬要開車門來害人閃車門
: 不就是 狗P郵局的罪愛
: 反正寄個P信,沒郵局沒汽車開爽爽就不行不送信了吧
: 不然還以為 狗P人權是幹嘛用的
: 不就是一堆狗P車罪愛 違停紅線 違停轉角
: 以為 有 人權人行 就能走馬路
: 難怪違停車也罪愛違停 不就是 有 人權 嘛
: 哈哈哈~~免的還以為那種鳥P人的屁人權能多好~~吃屎逆也不意外
反正 台灣爛交通不酒是這樣
https://bit.ly/2VZEyMA 又要禁行機車道 又要劃啥公車停P格佔爽爽
https://bit.ly/2MmqkWv 不然就是留個啥 左轉專用P道 佔光其他車道爽歪歪
https://bit.ly/2HMEzQb 再不然就是佔爽爽機慢車道 就算有路肩能停也照佔機慢車道
還 孝想 亂開車門 能多好
不就是 看到 機車來 也照開車門 叫機車閃邊開車門 醉大醉爽了
反正台灣人就是鳥嘛只會亂嗆檢舉人檢舉個屁
還 孝想 民主民主 民主成有個 屁人權 就是違停個爽

",0
811,"
去的話一個晚上就報銷惹

工作已經做不完惹 這樣根本找死
下禮拜老闆一定會電爆我 QAQ

如果不去的話
應該多少可以趕上一點
可是
我之後應該也沒時間跟這群朋友出去惹

邊緣人哪有這麼多機會被人約呢
嗚

",0
812,"
你們兩個是不是暗中在串通阿？

就這麼剛好原本都已經要定案了

最後時刻又給我來個裡應外合

硬是要在最後的時候才要出來亂就對了啦！

本來以為應該會比較難過的關都已經過了

沒想到你們兩個賤人竟然給我來玩這招

真的是很不要臉欸你們兩個！

要整我也不是在這種公事上面吧？

說實在的我頂多就是下禮拜再好好重弄

但是下面的人這陣子的努力你們有看見嗎？

怎麼可以這樣就把人家弄很久的成果推翻

而且你也沒有給我一個可以接受的合理理由阿！

就單單是靠著程序去卡這個案子通過

三拖四拖對大家其實都沒有什麼好處啦！

如果上層覺得根本就沒有理由去把這個東西暫緩

那你們也只是讓我沒辦法早點脫手而已啊～

小人真的就是小人啦沒藥可救真的很可悲！

只會在那邊耍這種奇奇怪怪沒有邏輯的戲碼

我想我應該也只能跟你說斜不勝正啦！

好好做事認真做事的人才不會被你這種技倆影響呢！


",0
813,"
這個一定要黑特

我好想去凱道參加誓師喔

沒看到韓總真的

我一生會有遺憾

要不是真有事

不然我真的想參加

",0
814,"啊啊啊啊啊
每次吐出來都像一坨屎
嘔嘔嘔

",0
815,"
今天

去吃

勝政豬排

770

幹

好吃

超讚的

然後啊

我發現黑豚Toro

跟香草豬Toro超好吃

今天吃的是伊比利黑豬

感覺好像有點硬硬的

不過還是好吃

拎杯真的

超愛吃豬排

讚讚讚

不過好貴

幹

https://i.imgur.com/yiyC5QE.jpg

",0
816,"05/31 早班2-5
五月的最後一天 幹掉了
明天迎接6月 這也就是代表
再過十天我就可以領錢了
只能繼續撐
快11點了 真的不要超過11點睡阿
不然會很累

今天工作還行 一堆生鏽待處理
這兩天作一堆 但還剩一堆 沒辦法
太多了 根本作不完
沒人肯做阿 只有我在作zzz
晚班的話 就肯定不作了
效率很低阿 而且旁邊還一個消失仔
被影響心情 整個都沒動力做事
就會覺得隔壁在混 我那麼拼幹嘛?

明天結束後 接下來就是迎接晚班
有很多休息時間阿
而且今天還發現一件事情
就是禮拜五是端午節 似乎是可以放假
這次決定禮拜五六都不加班了
爽爽過...
國定假日本來CP值就低 晚班更不用說了
不過或許會有中班津貼?算了 還是放水流吧
畢竟隔天要五點上班太硬了
尤其一想到又要看到光強硬梆梆二人組
精神傷害也算進去 CP值更低了
血都扣光光了 還作個屁
讓他們去找人補好了 反正洗料那咪簡單
而且也還有我大高哥在 他們根本不怕

今天也是爽過 E2都沒開工
而且離開前E2有要作 所以估計明天依舊可以爽過O_o!

Google會雷比賽結果阿 真恐怖...
第一場沒辦法看 但之後的都能看
除非打到G7又輪回早班 那就又不能看O_o




※ 引述《O10lOl01O (累的跟貓一樣)》之銘言：
: 05/30 早班2-4
: 工作:今天還算順利
: 反正我就是逆來順受 吃苦當作吃補
: 就算有身心靈的折磨 也就當報應了 就這樣吧
: 加班那餐吃超多的
: 所以有好有壞 撐死也不好受
: 所以肯定是不外食了
: 回來吃土司+銅鑼燒+小泡芙+金莎
: 沙琪瑪就沒吃了 好飽阿
: 最近都太晚睡 真的不應該超過11點睡
: 都被打電動影響了
: 明天開始有NBA了 不過要回來看看重播
: 下禮拜剛好開始晚班可以看live
: 然後禮拜六就不要加班了
: 反正組長也不太想讓我加 剛好一拍即合
: 經濟沒那麼慘的狀況下 晚班禮拜六就不太想加了
: 太硬了 本來就很硬 組長這樣搞 又更硬了
: 何苦呢 真有那麼命賤?
: G2剛好是禮拜一的早上八點 這時間點還不錯
: 再來要隔很久了...
: ※ 引述《O10lOl01O (累的跟貓一樣)》之銘言：
: : 看不完的文章阿
: : 我還是快點去睡好了
: : 還是要上班阿...
: : 來一篇吧
: : 今天特別喔
: : 領了800小七禮券
: : 上一次買一堆泡麵
: : 這次學乖了 不買泡麵
: : 改買其他的
: : 買了金莎&小泡芙 這樣就700了
: : 鮮肉包+熱狗+香蕉 100搞定
: : 吃的滿爽的
: : 這次禮券就花的很ok 有經驗就是不一樣阿
: : 工作:
: : 止滑方面有了新進展
: : 就是直接抓一堆紙板墊著
: : 效果很優喔 但是就是怕咪咪臭潑一堆水過來
: : 像今天就是這樣 但即便如此也是改善很大了
: : 抓準對方如果在收尾到水的時候 就自己先把
: : 紙板給收起來吧
: : 不過下次買就直接買給力的工作鞋
: : 目前鎖定Pamax吧 就一樣去鞋全家福找
: : 問問看 如果沒有的話 再另行打算
: : 下次買一定要買到ok的
: : 目前看了介紹 覺得還不錯
: : 今天算過的不錯了
: : 算是相對完美了

",0
817,"
馬的

辛苦了好幾天

明天終於要休假了

久到廠商看到我就問你都怎麼沒休息

ㄏㄏ









",0
818,"最近下雨
訂單多出貨多
搬貨搬到忙死

夜市摸麻將一直摸不到

今天為了搬半顆大西瓜
手機掉地上
裂一個邊角

幹你媽
我今年上半年是水逆是不是
各種不順
你媽的

幹

邊發文邊看到那個龜裂的角落
更幹

",0
819,"


阿就昨天鴨血吃太多水腫而已啊

鴨血鈉含量高嘛

一直觀察我的雙眼皮幹嘛

奇怪的媽媽


",0
820,"


胖了就是怎樣拍照都長得很醜

已經夠醜了還能再醜

雞掰ㄟ

",0
821,"
還是覺得很幹

樂透下了100多張

差一張OvO

差一張我就能賺7萬了

可是沒有那一張QvQ


小小的一張樂透

大大的改變我的經濟狀況



我真的不要再賭了嗚嗚

雖然不知道這樣子有沒有能還錢的那天= =

",0
822,"



不過這次是老闆請客

我只能說

跟老闆認真你就輸了


幹 大家都喝了酒 講那麼好聽 實際上根本不可能這麼做

笑笑就好

真的 不要太認真 幹


雖然老闆一直誇獎我做得很好

",0
823,"我給你翻身

那
可以分紅ㄇ

QQ

今天拉了三次肚子 幹

",0
824,"
忘記沒藥了

忘記提早回診

今天明天後天要怎麼睡

幹


",0
825,"

男友忙忙QQ

好想吵吵

雖然他會回我

可是這樣感覺很壞

明天早上就會見面惹忍耐一下啊啊啊啊




攝影好難哦哦哦哦

哩哩摳摳的東西好多

抄抄筆記用用金魚腦

哥哥派功課給我惹QQ

",0
826,": 帳號
: 哈哈哈哈哈哈
: 一堆死去
: ==========
: 看錯了
: 原來下面三隻還沒死去
: 不知道什麼時候輪到他們
: ==========
: 400好友的PPTplayer前板主
: 發文帶風向的idcc
: 還有七千多登入的卡神
: 顆顆
: 跟異常帳號共用挨批被點名惹ㄅ



有另外三隻也該死的怎麼還活著啊

真是污染環境




",0
827,"
我覺得可能是因為

我

三天沒洗頭

太髒了

所以才那麼雖

的吧










怎麼辦我好想繼續賭= =

有錢了就開始不安分了= =

",0
828,"最近很少出沒

一上來不是撿到槍

就是各種廢文亂發

幹你娘到我壞掉了

然後廢文收到的信還比認真發文多

幹 某版的人是不是有病...

",0
829,"
明明人很多 然後我要下的站還很遠

當然要擠到裡面去 才能讓其他人順順著下站

難不成要擋著人下站喔...

還問我為何一直跟著她 是自我感覺良好逆

要也是跟著正妹 跟著你幹嘛!!

我去..

",0
830,"偶要發地震文

頭很暈欸幹幹


青椒好好吃


我的教案怎麼辦啦幹

",0
831,"
就開始搖搖 搖搖 搖搖

你阿罵勒

睡意又跑光了


",0
832,"一時忘記板規  吃了個水桶

剛好可以戒斷批踢踢了

反正  也沒什麼好留戀的


幹@@@

",0
833,"


看到一間不錯的房子

三房 樓中樓 有陽台 可開伙

而且房東很愛我家兒子




房東姊姊超年輕 她老公甚至跟我同年而已



看完過一個小時 立馬決定租

可遇不可求啊






可是.........開始要整理行李了啊啊啊啊啊幹

好多啊頭好痛







",0
834,"
其實我已經退坑一年多了，這件事對我來說影響應該不大才對，

然而，其實我儘管退坑了，還是經常在逛相關的板，

一直有在關注，簡單來說就是放不下吧，

當初因為太農受不了退坑，其實還是很喜歡的。

所以今天在得知這個消息，真是晴天霹靂，

整個人都不好了……

後來我還打破了我的慣例，居然將APP裝回來，

上線去看我的學生了，

這個動作真是要不得，一聽到那熟悉的BGM，

我更不好了，明明當初是自己捨棄它，

哪知它主動離開時，我反而難過不已，

唉……



",0
835,"現在窩在床上看電影
明天跟人約吃鍋到現在都還沒跟我說地點
夠了喔 = =
真是的

",0
836,"心很痛，誰跟我說提分手的人比較不會痛的，幹煩死了

",0
837,"台北市政府 效率真的很差
民調一直下降

都有人預告6/1 會違法
在凱道丟棄大量大型垃圾

你的配套措施是什麼？
應對方法是什麼？

果然是詐騙集團

",0
838,"
做著違背良心的事

只為了幫別人擦屁股


我從不帶給人家麻煩

為什麼人家一直讓我麻煩



你


你


還有你






悶著


心痛


一刻都不想多留



這鬼地方

",0
839,"
討厭所有的遊戲公司

",0
840,"
笑著

聽著

空中英語教室

這裡需要的

不是公關

是把關


一切都變調

難受

搞得比東南亞國家還不如


可悲

換

換

全都換


哈哈


我超討厭藍綠


但綠的內閣


腦袋漏成這樣

我怕

我怕

我不想生活在疫瘟區


還是我己經在疫瘟區了？





不要查我家水表

我沒有要自殺


",0
841,"
突然很想吃炸幹

現在叫外送會不會要等很

你媽勒好餓

",0
842,"九點半睡了一個小時就醒了



餓餓


嗷嗚嗷嗷嗷

",0
843,"幹

還沒七點就開始吵了

現在還越來越大聲

幹

真想弄下來烤來吃

",0
